model,bookID,title,authors,
book.book,1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,
book.book,1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,
book.book,1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,
book.book,1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,
book.book,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,
book.book,1204,Freakonomics: Un economista polÃ­ticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,
book.book,1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,
book.book,1218,The Last Assassin (John Rain  #5),Barry Eisler,
book.book,1226,Life of Pi,Yann Martel,
book.book,1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,
book.book,1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,
book.book,1241,A Million Little Pieces,James Frey,
book.book,1242,A Million Little Pieces of Feces,Python Bonkers,
book.book,1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,
book.book,1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,
book.book,1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,
book.book,1255,Leadership in Organizations,Gary Yukl,
book.book,1265,Leadership,Rudolph W. Giuliani,
book.book,1274,Men Are from Mars  Women Are from Venus,John Gray,
book.book,1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,
book.book,1281,Men Are from Mars  Women Are from Venus,John Gray,
book.book,1290,How to Succeed with Women,Ron  Louis/David Copeland,
book.book,1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,
book.book,1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,
book.book,1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,
book.book,1302,Juiced Official Strategy Guide,Doug Walsh,
book.book,1303,The 48 Laws of Power,Robert Greene/Joost Elffers,
book.book,1305,Gates of Fire,Steven Pressfield,
book.book,1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,
book.book,1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,
book.book,1315,The Afghan Campaign,Steven Pressfield,
book.book,1317,Tides of War,Steven Pressfield,
book.book,1318,Last of the Amazons,Steven Pressfield,
book.book,1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,
book.book,1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,
book.book,1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,
book.book,1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,
book.book,1327,Phaedrus,Plato/Robin Waterfield,
book.book,1328,Phaedrus,Plato/C.J. Rowe,
book.book,1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,
book.book,1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,
book.book,1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,
book.book,1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,
book.book,1351,Statesman,Plato/C.J. Rowe,
book.book,1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,
book.book,1362,The Histories,Herodotus/Aubrey de SÃ©lincourt/John M. Marincola,
book.book,1363,The Histories,Herodotus/Aubrey de SÃ©lincourt/John M. Marincola,
book.book,1364,The History (Great Minds),Herodotus/Henry Francis Cary,
book.book,1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,
book.book,1366,The Histories,Herodotus/Aubrey de SÃ©lincourt/Andrew Robert Burn,
book.book,1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,
book.book,1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,
book.book,1369,The History,Herodotus/Peter Grene,
book.book,1371,The Iliad,Homer/Robert Fagles/Bernard Knox,
book.book,1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,
book.book,1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,
book.book,1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,
book.book,1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,
book.book,1377,The Iliad,Homer/W.H.D. Rouse,
book.book,1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,
book.book,1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,
book.book,1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,
book.book,1383,The Odyssey,Homer/Richmond Lattimore,
book.book,1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,
book.book,1387,The Odyssey,Homer/W.H.D. Rouse,
book.book,1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,
book.book,1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,
book.book,1403,City Eclogue,Ed Roberson,
book.book,1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,
book.book,1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,
book.book,1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,
book.book,1419,The Complete Works,William Shakespeare,
book.book,1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,
book.book,1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,
book.book,1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,
book.book,1425,The Valkyries,Paulo Coelho/Alan R. Clarke,
book.book,1426,Warrior of the Light,Paulo Coelho,
book.book,1427,The Zahir,Paulo Coelho/Margaret Jull Costa,
book.book,1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,
book.book,1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,
book.book,1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/KÃ¢muran Åžipal,
book.book,1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,
book.book,1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,
book.book,1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,
book.book,1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,
book.book,1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,
book.book,1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,
book.book,1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,
book.book,1445,The Peloponnesian War,Thucydides/Steven Lattimore,
book.book,1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,
book.book,1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,
book.book,1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,
book.book,1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,
book.book,1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,
book.book,1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,
book.book,1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,
book.book,1467,Ten Plays,Euripides/Moses Hadas/John Maclean,
book.book,1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,
book.book,1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,
book.book,1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,
book.book,1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,
book.book,1475,Medea,Euripides/Donald J. Mastronarde,
book.book,1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,
book.book,1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,
book.book,1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,
book.book,1486,The Trojan Women and Hippolytus,Euripides,
book.book,1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,
book.book,1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,
book.book,1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,
book.book,1494,Alcestis,Euripides/William Arrowsmith,
book.book,1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,
book.book,1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,
book.book,1504,Euripides: Medea,William Allan,
book.book,1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,
book.book,1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,
book.book,1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,
book.book,1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,
book.book,1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,
book.book,1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,
book.book,1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,
book.book,1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,
book.book,1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,
book.book,1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,
book.book,1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,
book.book,1525,The Oresteia,Aeschylus/Ted Hughes,
book.book,1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,
book.book,1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,
book.book,1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,
book.book,1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,
book.book,1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,
book.book,1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,
book.book,1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,
book.book,1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,
book.book,1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,
book.book,1538,The Complete Plays,Sophocles/Paul Roche,
book.book,1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,
book.book,1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,
book.book,1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,
book.book,1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,
book.book,1548,Electra and Other Plays,Sophocles/E.F. Watling,
book.book,1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,
book.book,1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,
book.book,1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,
book.book,1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,
book.book,1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,
book.book,1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,
book.book,1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,
book.book,1562,The Complete Plays,Aristophanes/Moses Hadas,
book.book,1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,
book.book,1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,
book.book,1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,
book.book,1568,Acharnians,Aristophanes/Jeffrey Henderson,
book.book,1571,Clouds,Aristophanes/Kenneth James Dover,
book.book,1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,
book.book,1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,
book.book,1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,
book.book,1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,
book.book,1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,
book.book,1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,
book.book,1586,Lysistrata,Aristophanes/Douglass Parker,
book.book,1590,Peace,Aristophanes/S. Douglas Olson,
book.book,1591,Lysistrata,Aristophanes/Sarah Ruden,
book.book,1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,
book.book,1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,
book.book,1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,
book.book,1620,The Night Gardener,George Pelecanos,
book.book,1625,Twelfth Night,William Shakespeare,
book.book,1627,Brokeback Mountain,Annie Proulx,
book.book,1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,
book.book,1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,
book.book,1642,Formas breves,Ricardo Piglia,
book.book,1643,El Ãºltimo lector,Ricardo Piglia,
book.book,1645,Money to Burn,Ricardo Piglia/Amanda Hopkinson,
book.book,1646,RespiraciÃ³n artificial,Ricardo Piglia,
book.book,1654,Plata quemada,Ricardo Piglia,
book.book,1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,
book.book,1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,
book.book,1667,El tÃºnel,Ernesto Sabato,
book.book,1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,
book.book,1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,
book.book,1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,
book.book,1686,Augustine of Hippo: A Biography,Peter R.L. Brown,
book.book,1693,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,
book.book,1698,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,
book.book,1702,Saint Augustine,Garry Wills,
book.book,1703,Augustine: A Very Short Introduction,Henry Chadwick,
book.book,1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,
book.book,1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,
book.book,1710,Confesiones de un chef,Anthony Bourdain,
book.book,1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,
book.book,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,
book.book,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,
book.book,1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,
book.book,1721,Ovidâ€™s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,
book.book,1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,
book.book,1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,
book.book,1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,
book.book,1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,
book.book,1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,
book.book,1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,
book.book,1744,Tibullus: A Commentary,Michael C.J. Putnam,
book.book,1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,
book.book,1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,
book.book,1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,
book.book,1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,
book.book,1796,The Iliad,Homer/Robert Fitzgerald,
book.book,1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,
book.book,1801,Reading Greek Tragedy,Simon Goldhill,
book.book,1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,
book.book,1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,
book.book,1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,
book.book,1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,
book.book,1823,Them: Adventures with Extremists,Jon Ronson,
book.book,1824,The Men Who Stare at Goats,Jon Ronson,
book.book,1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,
book.book,1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,
book.book,1845,Into the Wild,Jon Krakauer,
book.book,1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,
book.book,1848,Wild Swans: Three Daughters of China,Jung Chang,
